train_no,train_type,distance_km,departure_date,day_of_week,weather_condition,delay_minutes,is_delayed
11020,Express,1800,2026-02-15,Sunday,Clear,15,0
12951,Rajdhani,1380,2025-06-15,Sunday,Rainy,12,0
12004,Shatabdi,450,2025-07-14,Monday,Clear,1,0
12423,Rajdhani,2100,2025-07-08,Tuesday,Stormy,2,0
12004,Shatabdi,450,2025-12-15,Monday,Rainy,28,0
12951,Rajdhani,1380,2025-06-17,Tuesday,Clear,13,0
12423,Rajdhani,2100,2025-11-12,Wednesday,Clear,0,0
11020,Express,1800,2025-10-18,Saturday,Rainy,33,0
11020,Express,1800,2025-05-17,Saturday,Clear,20,0
12004,Shatabdi,450,2025-12-02,Tuesday,Rainy,27,0
12951,Rajdhani,1380,2025-05-04,Sunday,Stormy,1,0
22924,Superfast,1500,2025-08-11,Monday,Clear,17,0
11020,Express,1800,2025-05-31,Saturday,Clear,27,0
12951,Rajdhani,1380,2025-12-01,Monday,Clear,7,0
12951,Rajdhani,1380,2026-01-02,Friday,Foggy,57,0
12423,Rajdhani,2100,2025-06-21,Saturday,Rainy,21,0
12423,Rajdhani,2100,2025-04-21,Monday,Clear,0,0
12004,Shatabdi,450,2025-07-31,Thursday,Foggy,60,0
12951,Rajdhani,1380,2025-11-27,Thursday,Clear,11,0
12004,Shatabdi,450,2025-05-11,Sunday,Clear,3,0
12423,Rajdhani,2100,2026-03-29,Sunday,Foggy,52,0
12951,Rajdhani,1380,2025-05-21,Wednesday,Clear,5,0
22924,Superfast,1500,2025-11-22,Saturday,Rainy,31,0
22924,Superfast,1500,2025-08-10,Sunday,Clear,51,0
12423,Rajdhani,2100,2025-09-24,Wednesday,Clear,29,0
12423,Rajdhani,2100,2025-10-11,Saturday,Foggy,63,1
11020,Express,1800,2025-11-25,Tuesday,Clear,6,0
12951,Rajdhani,1380,2025-10-13,Monday,Clear,3,0
11020,Express,1800,2025-08-05,Tuesday,Foggy,117,1
22924,Superfast,1500,2025-08-13,Wednesday,Foggy,141,1
22924,Superfast,1500,2026-01-06,Tuesday,Foggy,116,1
11020,Express,1800,2025-11-23,Sunday,Clear,11,0
12004,Shatabdi,450,2026-03-24,Tuesday,Foggy,84,1
12951,Rajdhani,1380,2025-12-27,Saturday,Clear,9,0
12004,Shatabdi,450,2025-06-02,Monday,Clear,5,0
11020,Express,1800,2026-01-16,Friday,Clear,13,0
12004,Shatabdi,450,2025-10-21,Tuesday,Clear,1,0
11020,Express,1800,2026-01-19,Monday,Rainy,30,0
22924,Superfast,1500,2026-04-12,Sunday,Rainy,101,1
12004,Shatabdi,450,2025-11-23,Sunday,Foggy,84,1
12004,Shatabdi,450,2025-06-18,Wednesday,Clear,11,0
11020,Express,1800,2025-07-08,Tuesday,Foggy,121,1
11020,Express,1800,2025-11-08,Saturday,Clear,20,0
12423,Rajdhani,2100,2025-05-03,Saturday,Clear,1,0
12004,Shatabdi,450,2025-07-23,Wednesday,Clear,3,0
11020,Express,1800,2025-05-03,Saturday,Rainy,37,0
12423,Rajdhani,2100,2025-11-01,Saturday,Rainy,13,0
22924,Superfast,1500,2025-05-03,Saturday,Clear,31,0
12423,Rajdhani,2100,2025-04-27,Sunday,Rainy,19,0
12951,Rajdhani,1380,2025-09-18,Thursday,Foggy,47,0
11020,Express,1800,2026-02-12,Thursday,Rainy,43,0
12951,Rajdhani,1380,2025-08-08,Friday,Rainy,24,0
12423,Rajdhani,2100,2025-11-27,Thursday,Clear,9,0
22924,Superfast,1500,2025-09-06,Saturday,Clear,0,0
11020,Express,1800,2025-12-20,Saturday,Rainy,41,0
11020,Express,1800,2025-09-08,Monday,Rainy,26,0
11020,Express,1800,2025-06-27,Friday,Rainy,78,1
12951,Rajdhani,1380,2025-06-02,Monday,Clear,9,0
12423,Rajdhani,2100,2025-10-28,Tuesday,Clear,2,0
12423,Rajdhani,2100,2025-05-18,Sunday,Clear,15,0
12423,Rajdhani,2100,2026-02-27,Friday,Clear,12,0
12951,Rajdhani,1380,2025-10-22,Wednesday,Clear,1,0
11020,Express,1800,2025-08-17,Sunday,Rainy,26,0
22924,Superfast,1500,2026-01-18,Sunday,Rainy,55,0
11020,Express,1800,2025-06-09,Monday,Rainy,35,0
11020,Express,1800,2025-11-12,Wednesday,Clear,0,0
11020,Express,1800,2025-09-23,Tuesday,Clear,23,0
12951,Rajdhani,1380,2026-03-15,Sunday,Clear,4,0
22924,Superfast,1500,2025-11-04,Tuesday,Clear,2,0
11020,Express,1800,2025-10-14,Tuesday,Clear,14,0
12004,Shatabdi,450,2025-05-04,Sunday,Clear,3,0
12951,Rajdhani,1380,2025-09-20,Saturday,Rainy,43,0
12951,Rajdhani,1380,2025-09-14,Sunday,Clear,2,0
22924,Superfast,1500,2025-09-25,Thursday,Stormy,4,0
12004,Shatabdi,450,2025-07-09,Wednesday,Clear,6,0
12004,Shatabdi,450,2026-03-24,Tuesday,Foggy,87,1
12423,Rajdhani,2100,2025-09-21,Sunday,Clear,1,0
12951,Rajdhani,1380,2026-03-06,Friday,Rainy,25,0
22924,Superfast,1500,2025-04-30,Wednesday,Rainy,11,0
12951,Rajdhani,1380,2025-06-17,Tuesday,Clear,1,0
22924,Superfast,1500,2025-06-18,Wednesday,Clear,29,0
12004,Shatabdi,450,2025-08-16,Saturday,Rainy,16,0
12004,Shatabdi,450,2025-08-29,Friday,Stormy,11,0
22924,Superfast,1500,2025-05-15,Thursday,Clear,2,0
11020,Express,1800,2025-11-13,Thursday,Clear,2,0
11020,Express,1800,2025-07-14,Monday,Clear,43,0
12951,Rajdhani,1380,2026-01-22,Thursday,Rainy,16,0
22924,Superfast,1500,2025-12-17,Wednesday,Clear,35,0
22924,Superfast,1500,2025-05-25,Sunday,Clear,1,0
11020,Express,1800,2026-01-17,Saturday,Foggy,130,1
11020,Express,1800,2026-02-04,Wednesday,Clear,15,0
22924,Superfast,1500,2025-05-30,Friday,Clear,34,0
12951,Rajdhani,1380,2025-05-25,Sunday,Clear,6,0
12951,Rajdhani,1380,2026-01-01,Thursday,Rainy,11,0
12004,Shatabdi,450,2025-08-05,Tuesday,Clear,5,0
11020,Express,1800,2025-08-20,Wednesday,Clear,6,0
11020,Express,1800,2025-10-06,Monday,Clear,8,0
12004,Shatabdi,450,2025-05-15,Thursday,Clear,10,0
22924,Superfast,1500,2025-06-15,Sunday,Clear,1,0
12423,Rajdhani,2100,2025-09-22,Monday,Clear,16,0
12004,Shatabdi,450,2025-12-16,Tuesday,Clear,8,0
12004,Shatabdi,450,2026-04-01,Wednesday,Clear,12,0
12951,Rajdhani,1380,2025-08-24,Sunday,Stormy,3,0
22924,Superfast,1500,2025-08-25,Monday,Rainy,48,0
11020,Express,1800,2025-11-12,Wednesday,Clear,25,0
11020,Express,1800,2026-01-24,Saturday,Clear,18,0
12951,Rajdhani,1380,2025-10-20,Monday,Rainy,18,0
12951,Rajdhani,1380,2025-05-24,Saturday,Rainy,10,0
22924,Superfast,1500,2026-03-04,Wednesday,Foggy,208,1
12004,Shatabdi,450,2026-01-27,Tuesday,Clear,8,0
12951,Rajdhani,1380,2025-12-17,Wednesday,Clear,1,0
22924,Superfast,1500,2025-09-08,Monday,Clear,27,0
12004,Shatabdi,450,2025-04-17,Thursday,Foggy,52,0
22924,Superfast,1500,2025-08-08,Friday,Clear,21,0
11020,Express,1800,2025-05-22,Thursday,Foggy,115,1
12951,Rajdhani,1380,2025-08-06,Wednesday,Foggy,53,0
11020,Express,1800,2026-03-07,Saturday,Clear,7,0
12004,Shatabdi,450,2025-07-06,Sunday,Clear,4,0
12951,Rajdhani,1380,2025-07-24,Thursday,Clear,14,0
12004,Shatabdi,450,2025-08-01,Friday,Foggy,72,1
22924,Superfast,1500,2026-01-22,Thursday,Clear,49,0
22924,Superfast,1500,2025-12-20,Saturday,Rainy,33,0
12423,Rajdhani,2100,2026-02-24,Tuesday,Clear,2,0
22924,Superfast,1500,2026-02-27,Friday,Clear,5,0
12004,Shatabdi,450,2026-02-16,Monday,Clear,2,0
22924,Superfast,1500,2025-10-26,Sunday,Clear,31,0
12951,Rajdhani,1380,2026-04-09,Thursday,Clear,3,0
12423,Rajdhani,2100,2025-06-14,Saturday,Rainy,25,0
12004,Shatabdi,450,2026-01-05,Monday,Stormy,14,0
12423,Rajdhani,2100,2026-03-04,Wednesday,Clear,1,0
11020,Express,1800,2025-10-31,Friday,Foggy,156,1
11020,Express,1800,2025-06-28,Saturday,Clear,2,0
12004,Shatabdi,450,2025-05-09,Friday,Clear,1,0
12423,Rajdhani,2100,2026-02-14,Saturday,Clear,11,0
12004,Shatabdi,450,2025-08-23,Saturday,Rainy,29,0
11020,Express,1800,2025-06-28,Saturday,Clear,15,0
12951,Rajdhani,1380,2025-09-22,Monday,Clear,30,0
22924,Superfast,1500,2025-11-09,Sunday,Clear,9,0
12951,Rajdhani,1380,2026-01-21,Wednesday,Clear,2,0
22924,Superfast,1500,2025-07-15,Tuesday,Clear,14,0
12004,Shatabdi,450,2025-12-06,Saturday,Clear,6,0
12423,Rajdhani,2100,2025-06-01,Sunday,Clear,1,0
12004,Shatabdi,450,2026-04-01,Wednesday,Clear,12,0
22924,Superfast,1500,2025-10-22,Wednesday,Clear,5,0
22924,Superfast,1500,2026-01-03,Saturday,Foggy,128,1
12004,Shatabdi,450,2025-10-13,Monday,Foggy,85,1
12004,Shatabdi,450,2025-09-07,Sunday,Clear,19,0
12423,Rajdhani,2100,2025-04-14,Monday,Clear,9,0
12423,Rajdhani,2100,2025-07-31,Thursday,Rainy,15,0
12423,Rajdhani,2100,2025-11-14,Friday,Clear,15,0
12951,Rajdhani,1380,2026-03-03,Tuesday,Clear,4,0
12951,Rajdhani,1380,2025-09-07,Sunday,Clear,5,0
22924,Superfast,1500,2025-11-24,Monday,Clear,5,0
22924,Superfast,1500,2025-12-27,Saturday,Rainy,48,0
12951,Rajdhani,1380,2026-02-14,Saturday,Clear,0,0
12951,Rajdhani,1380,2025-06-03,Tuesday,Foggy,72,1
12004,Shatabdi,450,2025-08-08,Friday,Foggy,70,1
12951,Rajdhani,1380,2025-07-03,Thursday,Rainy,16,0
12951,Rajdhani,1380,2026-04-05,Sunday,Clear,6,0
22924,Superfast,1500,2026-01-17,Saturday,Foggy,117,1
12423,Rajdhani,2100,2025-07-29,Tuesday,Clear,8,0
22924,Superfast,1500,2025-08-13,Wednesday,Clear,3,0
12004,Shatabdi,450,2025-10-25,Saturday,Foggy,51,0
12951,Rajdhani,1380,2026-02-20,Friday,Clear,3,0
12951,Rajdhani,1380,2025-09-16,Tuesday,Clear,1,0
22924,Superfast,1500,2025-10-23,Thursday,Foggy,105,1
12951,Rajdhani,1380,2025-08-17,Sunday,Clear,0,0
12423,Rajdhani,2100,2025-10-06,Monday,Clear,33,0
22924,Superfast,1500,2025-05-14,Wednesday,Rainy,27,0
12004,Shatabdi,450,2025-06-19,Thursday,Stormy,3,0
12004,Shatabdi,450,2026-04-11,Saturday,Clear,1,0
12951,Rajdhani,1380,2025-12-31,Wednesday,Rainy,19,0
12951,Rajdhani,1380,2025-08-13,Wednesday,Clear,23,0
12423,Rajdhani,2100,2025-05-18,Sunday,Foggy,43,0
11020,Express,1800,2025-06-21,Saturday,Clear,12,0
12951,Rajdhani,1380,2026-04-13,Monday,Rainy,21,0
12004,Shatabdi,450,2025-05-25,Sunday,Foggy,69,1
11020,Express,1800,2025-05-04,Sunday,Stormy,12,0
12004,Shatabdi,450,2025-07-14,Monday,Clear,61,1
12423,Rajdhani,2100,2025-08-02,Saturday,Foggy,41,0
12423,Rajdhani,2100,2026-01-11,Sunday,Rainy,23,0
12004,Shatabdi,450,2025-09-25,Thursday,Rainy,13,0
12423,Rajdhani,2100,2025-09-05,Friday,Rainy,34,0
12951,Rajdhani,1380,2026-01-05,Monday,Clear,4,0
12423,Rajdhani,2100,2025-12-15,Monday,Rainy,10,0
22924,Superfast,1500,2025-10-14,Tuesday,Clear,31,0
11020,Express,1800,2025-06-22,Sunday,Clear,9,0
11020,Express,1800,2025-12-05,Friday,Rainy,39,0
12004,Shatabdi,450,2025-11-15,Saturday,Clear,6,0
22924,Superfast,1500,2025-12-11,Thursday,Rainy,44,0
12004,Shatabdi,450,2025-07-04,Friday,Clear,6,0
11020,Express,1800,2026-04-13,Monday,Clear,83,1
11020,Express,1800,2026-03-16,Monday,Rainy,27,0
12004,Shatabdi,450,2026-03-04,Wednesday,Clear,7,0
12951,Rajdhani,1380,2025-05-05,Monday,Rainy,19,0
12951,Rajdhani,1380,2026-02-05,Thursday,Rainy,20,0
12004,Shatabdi,450,2025-10-14,Tuesday,Clear,11,0
12004,Shatabdi,450,2025-05-02,Friday,Clear,39,0
12004,Shatabdi,450,2025-06-17,Tuesday,Clear,7,0
12423,Rajdhani,2100,2025-09-01,Monday,Rainy,31,0
22924,Superfast,1500,2025-08-18,Monday,Foggy,131,1
12951,Rajdhani,1380,2025-12-29,Monday,Clear,0,0
12004,Shatabdi,450,2025-06-24,Tuesday,Clear,12,0
12423,Rajdhani,2100,2026-01-28,Wednesday,Clear,0,0
12951,Rajdhani,1380,2025-09-05,Friday,Clear,11,0
11020,Express,1800,2026-03-01,Sunday,Clear,7,0
11020,Express,1800,2026-01-28,Wednesday,Clear,24,0
12004,Shatabdi,450,2025-08-09,Saturday,Clear,4,0
22924,Superfast,1500,2025-12-02,Tuesday,Clear,0,0
12004,Shatabdi,450,2025-06-05,Thursday,Clear,10,0
22924,Superfast,1500,2025-10-13,Monday,Clear,8,0
12951,Rajdhani,1380,2025-06-06,Friday,Clear,8,0
12951,Rajdhani,1380,2025-06-05,Thursday,Foggy,52,0
11020,Express,1800,2025-11-04,Tuesday,Foggy,105,1
12951,Rajdhani,1380,2026-03-17,Tuesday,Foggy,64,1
22924,Superfast,1500,2025-11-03,Monday,Clear,1,0
22924,Superfast,1500,2026-03-28,Saturday,Clear,4,0
22924,Superfast,1500,2026-03-22,Sunday,Clear,9,0
12423,Rajdhani,2100,2026-02-27,Friday,Clear,0,0
22924,Superfast,1500,2025-07-29,Tuesday,Clear,27,0
11020,Express,1800,2025-07-22,Tuesday,Foggy,106,1
11020,Express,1800,2025-10-09,Thursday,Clear,17,0
12951,Rajdhani,1380,2026-02-23,Monday,Rainy,18,0
12951,Rajdhani,1380,2025-10-05,Sunday,Clear,9,0
12423,Rajdhani,2100,2025-07-23,Wednesday,Stormy,10,0
22924,Superfast,1500,2026-01-19,Monday,Clear,1,0
12004,Shatabdi,450,2025-11-10,Monday,Rainy,17,0
11020,Express,1800,2025-05-24,Saturday,Clear,1,0
12004,Shatabdi,450,2025-12-05,Friday,Clear,14,0
12423,Rajdhani,2100,2025-11-09,Sunday,Clear,4,0
12951,Rajdhani,1380,2025-04-29,Tuesday,Clear,15,0
22924,Superfast,1500,2025-07-22,Tuesday,Rainy,42,0
12951,Rajdhani,1380,2025-11-15,Saturday,Foggy,63,1
22924,Superfast,1500,2026-04-04,Saturday,Clear,0,0
12423,Rajdhani,2100,2026-02-20,Friday,Foggy,66,1
12423,Rajdhani,2100,2025-05-27,Tuesday,Clear,8,0
12423,Rajdhani,2100,2025-09-25,Thursday,Foggy,76,1
12004,Shatabdi,450,2025-08-02,Saturday,Clear,17,0
11020,Express,1800,2025-05-07,Wednesday,Rainy,62,1
12951,Rajdhani,1380,2025-10-18,Saturday,Clear,10,0
11020,Express,1800,2026-01-10,Saturday,Rainy,38,0
12423,Rajdhani,2100,2025-09-13,Saturday,Rainy,21,0
11020,Express,1800,2026-02-20,Friday,Clear,0,0
12004,Shatabdi,450,2025-08-26,Tuesday,Foggy,87,1
22924,Superfast,1500,2025-05-28,Wednesday,Clear,5,0
12004,Shatabdi,450,2025-09-17,Wednesday,Clear,4,0
11020,Express,1800,2025-11-17,Monday,Clear,69,1
12423,Rajdhani,2100,2026-02-19,Thursday,Stormy,5,0
11020,Express,1800,2026-01-16,Friday,Clear,3,0
11020,Express,1800,2025-10-29,Wednesday,Clear,14,0
12951,Rajdhani,1380,2026-02-08,Sunday,Clear,29,0
11020,Express,1800,2026-03-30,Monday,Rainy,36,0
22924,Superfast,1500,2025-10-05,Sunday,Foggy,154,1
22924,Superfast,1500,2025-10-04,Saturday,Clear,2,0
12423,Rajdhani,2100,2025-07-06,Sunday,Rainy,19,0
22924,Superfast,1500,2025-11-25,Tuesday,Clear,10,0
12423,Rajdhani,2100,2025-05-29,Thursday,Clear,2,0
12951,Rajdhani,1380,2025-06-30,Monday,Clear,4,0
12004,Shatabdi,450,2025-04-19,Saturday,Clear,1,0
12004,Shatabdi,450,2025-07-30,Wednesday,Foggy,96,1
11020,Express,1800,2025-06-22,Sunday,Clear,15,0
11020,Express,1800,2025-05-31,Saturday,Clear,45,0
22924,Superfast,1500,2026-03-11,Wednesday,Clear,8,0
12004,Shatabdi,450,2026-02-18,Wednesday,Clear,0,0
11020,Express,1800,2025-07-30,Wednesday,Rainy,69,1
12951,Rajdhani,1380,2026-01-11,Sunday,Stormy,5,0
12951,Rajdhani,1380,2025-12-16,Tuesday,Clear,14,0
11020,Express,1800,2025-07-16,Wednesday,Rainy,48,0
12423,Rajdhani,2100,2025-07-08,Tuesday,Rainy,22,0
11020,Express,1800,2025-07-23,Wednesday,Clear,12,0
12004,Shatabdi,450,2025-11-15,Saturday,Foggy,82,1
12423,Rajdhani,2100,2025-09-15,Monday,Clear,4,0
12423,Rajdhani,2100,2025-10-03,Friday,Clear,2,0
12004,Shatabdi,450,2025-05-17,Saturday,Stormy,0,0
12423,Rajdhani,2100,2026-03-06,Friday,Clear,3,0
12423,Rajdhani,2100,2025-07-16,Wednesday,Foggy,83,1
12004,Shatabdi,450,2026-03-25,Wednesday,Clear,11,0
11020,Express,1800,2026-03-28,Saturday,Clear,6,0
11020,Express,1800,2025-08-05,Tuesday,Foggy,166,1
12423,Rajdhani,2100,2025-10-23,Thursday,Clear,15,0
12423,Rajdhani,2100,2025-11-20,Thursday,Clear,9,0
12004,Shatabdi,450,2025-09-09,Tuesday,Clear,10,0
12004,Shatabdi,450,2025-07-31,Thursday,Clear,16,0
12951,Rajdhani,1380,2025-05-23,Friday,Clear,10,0
12951,Rajdhani,1380,2025-07-06,Sunday,Clear,1,0
12423,Rajdhani,2100,2025-05-24,Saturday,Clear,6,0
11020,Express,1800,2026-03-03,Tuesday,Clear,31,0
22924,Superfast,1500,2025-10-25,Saturday,Clear,26,0
12423,Rajdhani,2100,2025-09-24,Wednesday,Rainy,29,0
12951,Rajdhani,1380,2025-04-17,Thursday,Clear,15,0
12423,Rajdhani,2100,2025-12-17,Wednesday,Clear,20,0
12423,Rajdhani,2100,2026-02-25,Wednesday,Clear,6,0
11020,Express,1800,2025-06-06,Friday,Clear,19,0
12423,Rajdhani,2100,2026-02-24,Tuesday,Clear,16,0
11020,Express,1800,2026-03-11,Wednesday,Clear,16,0
22924,Superfast,1500,2026-03-22,Sunday,Rainy,58,0
12004,Shatabdi,450,2025-11-05,Wednesday,Clear,3,0
11020,Express,1800,2025-05-22,Thursday,Clear,21,0
12423,Rajdhani,2100,2025-12-10,Wednesday,Clear,4,0
12951,Rajdhani,1380,2025-11-01,Saturday,Clear,2,0
22924,Superfast,1500,2025-08-30,Saturday,Rainy,47,0
22924,Superfast,1500,2026-03-03,Tuesday,Foggy,140,1
22924,Superfast,1500,2026-02-28,Saturday,Rainy,22,0
22924,Superfast,1500,2025-07-10,Thursday,Clear,2,0
12004,Shatabdi,450,2025-10-28,Tuesday,Foggy,78,1
22924,Superfast,1500,2025-12-20,Saturday,Clear,2,0
11020,Express,1800,2026-02-15,Sunday,Clear,1,0
22924,Superfast,1500,2025-06-28,Saturday,Rainy,42,0
22924,Superfast,1500,2026-03-16,Monday,Clear,2,0
11020,Express,1800,2026-03-18,Wednesday,Rainy,36,0
12951,Rajdhani,1380,2025-10-19,Sunday,Clear,6,0
12423,Rajdhani,2100,2026-03-18,Wednesday,Rainy,26,0
12004,Shatabdi,450,2025-10-23,Thursday,Clear,4,0
12423,Rajdhani,2100,2025-12-09,Tuesday,Foggy,51,0
12951,Rajdhani,1380,2025-07-11,Friday,Clear,2,0
12951,Rajdhani,1380,2025-05-05,Monday,Rainy,25,0
12004,Shatabdi,450,2025-08-05,Tuesday,Foggy,78,1
12423,Rajdhani,2100,2026-03-10,Tuesday,Clear,3,0
22924,Superfast,1500,2025-04-18,Friday,Rainy,31,0
12004,Shatabdi,450,2025-05-16,Friday,Clear,4,0
12004,Shatabdi,450,2025-11-13,Thursday,Clear,0,0
11020,Express,1800,2026-01-27,Tuesday,Rainy,34,0
12004,Shatabdi,450,2025-08-19,Tuesday,Rainy,18,0
12423,Rajdhani,2100,2026-01-18,Sunday,Clear,4,0
22924,Superfast,1500,2025-11-17,Monday,Clear,56,0
12951,Rajdhani,1380,2025-04-19,Saturday,Clear,28,0
22924,Superfast,1500,2025-07-04,Friday,Rainy,27,0
12004,Shatabdi,450,2026-01-04,Sunday,Clear,10,0
12951,Rajdhani,1380,2025-08-15,Friday,Clear,8,0
12951,Rajdhani,1380,2026-02-02,Monday,Clear,19,0
11020,Express,1800,2025-05-24,Saturday,Clear,13,0
11020,Express,1800,2026-03-01,Sunday,Clear,0,0
12004,Shatabdi,450,2025-08-25,Monday,Clear,8,0
22924,Superfast,1500,2026-03-31,Tuesday,Rainy,19,0
11020,Express,1800,2025-06-11,Wednesday,Clear,30,0
22924,Superfast,1500,2025-07-05,Saturday,Clear,2,0
12004,Shatabdi,450,2025-09-10,Wednesday,Foggy,69,1
22924,Superfast,1500,2026-01-22,Thursday,Rainy,50,0
22924,Superfast,1500,2025-08-28,Thursday,Clear,47,0
11020,Express,1800,2025-06-25,Wednesday,Foggy,97,1
12004,Shatabdi,450,2026-03-20,Friday,Foggy,62,1
11020,Express,1800,2025-07-15,Tuesday,Clear,8,0
12004,Shatabdi,450,2025-12-17,Wednesday,Clear,5,0
22924,Superfast,1500,2025-09-30,Tuesday,Rainy,44,0
11020,Express,1800,2025-05-30,Friday,Clear,6,0
12423,Rajdhani,2100,2026-02-06,Friday,Clear,0,0
12423,Rajdhani,2100,2026-02-25,Wednesday,Rainy,25,0
12951,Rajdhani,1380,2025-07-16,Wednesday,Stormy,13,0
12004,Shatabdi,450,2025-09-24,Wednesday,Foggy,73,1
22924,Superfast,1500,2025-07-13,Sunday,Clear,1,0
12951,Rajdhani,1380,2025-11-08,Saturday,Foggy,48,0
22924,Superfast,1500,2026-02-02,Monday,Clear,6,0
12423,Rajdhani,2100,2025-08-28,Thursday,Clear,11,0
12951,Rajdhani,1380,2025-06-10,Tuesday,Clear,9,0
12951,Rajdhani,1380,2025-09-28,Sunday,Clear,7,0
12423,Rajdhani,2100,2026-03-14,Saturday,Clear,13,0
12004,Shatabdi,450,2025-10-16,Thursday,Clear,2,0
12423,Rajdhani,2100,2026-04-11,Saturday,Clear,19,0
22924,Superfast,1500,2026-02-18,Wednesday,Rainy,37,0
12423,Rajdhani,2100,2025-08-24,Sunday,Rainy,35,0
12951,Rajdhani,1380,2025-07-31,Thursday,Foggy,62,1
12951,Rajdhani,1380,2025-05-06,Tuesday,Clear,10,0
12951,Rajdhani,1380,2025-06-04,Wednesday,Foggy,84,1
12423,Rajdhani,2100,2025-05-19,Monday,Rainy,14,0
22924,Superfast,1500,2025-11-12,Wednesday,Foggy,98,1
12423,Rajdhani,2100,2025-05-18,Sunday,Clear,5,0
12423,Rajdhani,2100,2025-07-09,Wednesday,Foggy,68,1
22924,Superfast,1500,2026-01-23,Friday,Clear,7,0
11020,Express,1800,2025-08-03,Sunday,Clear,2,0
12423,Rajdhani,2100,2025-08-25,Monday,Rainy,25,0
22924,Superfast,1500,2025-11-08,Saturday,Clear,19,0
12004,Shatabdi,450,2025-08-13,Wednesday,Clear,0,0
11020,Express,1800,2025-09-22,Monday,Clear,14,0
12004,Shatabdi,450,2025-08-09,Saturday,Clear,24,0
12004,Shatabdi,450,2025-08-28,Thursday,Clear,4,0
12004,Shatabdi,450,2025-10-25,Saturday,Rainy,24,0
12004,Shatabdi,450,2025-09-01,Monday,Foggy,48,0
12423,Rajdhani,2100,2025-05-31,Saturday,Rainy,11,0
12951,Rajdhani,1380,2025-04-30,Wednesday,Clear,3,0
22924,Superfast,1500,2025-04-20,Sunday,Rainy,71,1
22924,Superfast,1500,2025-12-10,Wednesday,Rainy,50,0
12423,Rajdhani,2100,2025-08-08,Friday,Clear,9,0
22924,Superfast,1500,2026-02-17,Tuesday,Rainy,58,0
22924,Superfast,1500,2025-07-15,Tuesday,Foggy,85,1
22924,Superfast,1500,2025-10-29,Wednesday,Clear,3,0
12951,Rajdhani,1380,2026-01-09,Friday,Clear,0,0
22924,Superfast,1500,2025-12-01,Monday,Clear,4,0
12951,Rajdhani,1380,2025-11-23,Sunday,Clear,4,0
22924,Superfast,1500,2026-04-08,Wednesday,Stormy,1,0
22924,Superfast,1500,2025-06-01,Sunday,Clear,7,0
12423,Rajdhani,2100,2026-03-14,Saturday,Clear,21,0
12951,Rajdhani,1380,2025-11-20,Thursday,Clear,0,0
12004,Shatabdi,450,2025-06-14,Saturday,Clear,3,0
12004,Shatabdi,450,2025-08-13,Wednesday,Clear,19,0
12004,Shatabdi,450,2025-06-14,Saturday,Foggy,60,0
11020,Express,1800,2026-02-24,Tuesday,Clear,0,0
11020,Express,1800,2025-08-27,Wednesday,Clear,11,0
12423,Rajdhani,2100,2026-02-25,Wednesday,Foggy,71,1
11020,Express,1800,2025-05-12,Monday,Clear,16,0
11020,Express,1800,2025-11-14,Friday,Rainy,29,0
12951,Rajdhani,1380,2026-01-30,Friday,Foggy,53,0
12423,Rajdhani,2100,2026-01-07,Wednesday,Rainy,23,0
12004,Shatabdi,450,2026-02-20,Friday,Clear,1,0
11020,Express,1800,2025-08-29,Friday,Clear,3,0
22924,Superfast,1500,2025-11-17,Monday,Rainy,42,0
22924,Superfast,1500,2025-06-14,Saturday,Rainy,44,0
12004,Shatabdi,450,2025-11-21,Friday,Clear,5,0
11020,Express,1800,2025-08-01,Friday,Clear,13,0
12951,Rajdhani,1380,2025-11-06,Thursday,Rainy,20,0
11020,Express,1800,2025-12-26,Friday,Clear,4,0
12423,Rajdhani,2100,2025-07-18,Friday,Clear,6,0
12951,Rajdhani,1380,2025-10-06,Monday,Clear,17,0
12004,Shatabdi,450,2025-12-01,Monday,Rainy,26,0
12423,Rajdhani,2100,2025-11-29,Saturday,Clear,10,0
22924,Superfast,1500,2025-10-12,Sunday,Rainy,105,1
12423,Rajdhani,2100,2026-01-07,Wednesday,Clear,0,0
12004,Shatabdi,450,2026-02-11,Wednesday,Clear,0,0
12951,Rajdhani,1380,2026-04-04,Saturday,Clear,13,0
12004,Shatabdi,450,2026-04-03,Friday,Foggy,46,0
12423,Rajdhani,2100,2025-08-29,Friday,Clear,0,0
12423,Rajdhani,2100,2025-05-02,Friday,Clear,9,0
12004,Shatabdi,450,2025-09-13,Saturday,Clear,6,0
12004,Shatabdi,450,2025-08-01,Friday,Clear,7,0
12004,Shatabdi,450,2025-06-03,Tuesday,Clear,5,0
22924,Superfast,1500,2025-09-30,Tuesday,Rainy,42,0
12951,Rajdhani,1380,2025-09-15,Monday,Rainy,15,0
12004,Shatabdi,450,2026-01-15,Thursday,Rainy,16,0
12951,Rajdhani,1380,2026-03-18,Wednesday,Rainy,27,0
22924,Superfast,1500,2025-09-03,Wednesday,Clear,0,0
12951,Rajdhani,1380,2025-11-08,Saturday,Foggy,84,1
11020,Express,1800,2026-02-03,Tuesday,Foggy,194,1
12004,Shatabdi,450,2025-09-16,Tuesday,Clear,3,0
12423,Rajdhani,2100,2026-03-01,Sunday,Clear,2,0
11020,Express,1800,2025-05-09,Friday,Rainy,47,0
12423,Rajdhani,2100,2026-02-03,Tuesday,Clear,18,0
